"Key","Title","Description","Municipality","DetailRegionCode"
"BU00590208","Verspreide huizen Surhuizum","Buurt 'Verspreide huizen Surhuizum' (BU00590208) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.","GM0059","BU00590208"
"BU00590209","Verspreide huizen Boelenslaan","Buurt 'Verspreide huizen Boelenslaan' (BU00590209) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.","GM0059","BU00590209"
"GM0482    ","Alblasserdam","Gemeente 'Alblasserdam' (GM0482)","GM0482","GM0482"
"WK048201  ","Wijk 01 Centrum","Wijk 'Wijk 01 Centrum' (WK048201) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048201"
"BU04820101","Cortgene","Buurt 'Cortgene' (BU04820101) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.","GM0482","BU04820101"
"BU04820102","Redersbuurt","Buurt 'Redersbuurt' (BU04820102) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.","GM0482","BU04820102"
"BU04820103","kerkbuurt","Buurt 'kerkbuurt' (BU04820103) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.","GM0482","BU04820103"
"BU04820104","Polderbuurt","Buurt 'Polderbuurt' (BU04820104) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.","GM0482","BU04820104"
"BU04820105","De Werven","Buurt 'De Werven' (BU04820105) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.","GM0482","BU04820105"
"WK048202  ","Wijk 02 Kinderdijk","Wijk 'Wijk 02 Kinderdijk' (WK048202) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048202"
"BU04820201","Dijk","Buurt 'Dijk' (BU04820201) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820201"
"BU04820202","Vogelbuurt","Buurt 'Vogelbuurt' (BU04820202) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820202"
"BU04820203","Waterland","Buurt 'Waterland' (BU04820203) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820203"
"BU04820204","Groene Long","Buurt 'Groene Long' (BU04820204) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820204"
"BU04820205","Rivierenbuurt","Buurt 'Rivierenbuurt' (BU04820205) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820205"
"BU04820206","Nieuw Kinderdijk","Buurt 'Nieuw Kinderdijk' (BU04820206) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.","GM0482","BU04820206"
"WK048203  ","Wijk 03 Blokweer","Wijk 'Wijk 03 Blokweer' (WK048203) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048203"
"BU04820301","Zeelt","Buurt 'Zeelt' (BU04820301) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820301"
"BU04820302","Middelland","Buurt 'Middelland' (BU04820302) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820302"
"BU04820303","Blokweer Noord","Buurt 'Blokweer Noord' (BU04820303) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820303"
"BU04820304","Blokweer Zuid","Buurt 'Blokweer Zuid' (BU04820304) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820304"
"BU04820305","Drentsebuurt","Buurt 'Drentsebuurt' (BU04820305) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820305"
"BU04820306","Florabuurt","Buurt 'Florabuurt' (BU04820306) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820306"
"BU04820307","Staatsliedenbuurt","Buurt 'Staatsliedenbuurt' (BU04820307) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.","GM0482","BU04820307"
"WK048204  ","Wijk 04 Souburgh","Wijk 'Wijk 04 Souburgh' (WK048204) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048204"
"BU04820401","Schildersbuurt","Buurt 'Schildersbuurt' (BU04820401) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.","GM0482","BU04820401"
"BU04820402","Schrijversbuurt","Buurt 'Schrijversbuurt' (BU04820402) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.","GM0482","BU04820402"
"BU04820403","Klein Alblas","Buurt 'Klein Alblas' (BU04820403) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.","GM0482","BU04820403"
"BU04820404","Oranjebuurt","Buurt 'Oranjebuurt' (BU04820404) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.","GM0482","BU04820404"
"WK048205  ","Wijk 05 Bedrijventerrein","Wijk 'Wijk 05 Bedrijventerrein' (WK048205) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048205"
"BU04820501","Vinkenwaard","Buurt 'Vinkenwaard' (BU04820501) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.","GM0482","BU04820501"
"BU04820502","Hoogendijk","Buurt 'Hoogendijk' (BU04820502) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.","GM0482","BU04820502"
"BU04820503","Nieuwland","Buurt 'Nieuwland' (BU04820503) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.","GM0482","BU04820503"
"WK048206  ","Wijk 06 Landelijk gebied","Wijk 'Wijk 06 Landelijk gebied' (WK048206) is een wijk in de gemeente 'Alblasserdam'.","GM0482","WK048206"
"BU04820601","Polder Blokweer","Buurt 'Polder Blokweer' (BU04820601) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.","GM0482","BU04820601"
"BU04820602","Polder Kortland","Buurt 'Polder Kortland' (BU04820602) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.","GM0482","BU04820602"
"BU04820603","Polder Souburgh","Buurt 'Polder Souburgh' (BU04820603) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.","GM0482","BU04820603"
"BU04820604","Polder Vinkenwaard","Buurt 'Polder Vinkenwaard' (BU04820604) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.","GM0482","BU04820604"
"GM0613    ","Albrandswaard","Gemeente 'Albrandswaard' (GM0613)","GM0613","GM0613"
"WK061301  ","Wijk 01 Poortugaal-Noord","Wijk 'Wijk 01 Poortugaal-Noord' (WK061301) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061301"
"BU06130101","Valckesteyn","Buurt 'Valckesteyn' (BU06130101) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130101"
"BU06130102","Zwaardijk-Kruisdijk","Buurt 'Zwaardijk-Kruisdijk' (BU06130102) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130102"
"BU06130103","Poortugaal","Buurt 'Poortugaal' (BU06130103) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130103"
"BU06130104","Buitengebied Poortugaal","Buurt 'Buitengebied Poortugaal' (BU06130104) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130104"
"WK061302  ","Wijk 02 Rhoon-Noord","Wijk 'Wijk 02 Rhoon-Noord' (WK061302) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061302"
"BU06130205","Rhoon Noord","Buurt 'Rhoon Noord' (BU06130205) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130205"
"BU06130207","Buitengebied Rhoon-Noord","Buurt 'Buitengebied Rhoon-Noord' (BU06130207) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.","GM0613","BU06130207"
"WK061303  ","Wijk 03 Poortugaal-Zuid","Wijk 'Wijk 03 Poortugaal-Zuid' (WK061303) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061303"
"BU06130308","Beatrixstraat","Buurt 'Beatrixstraat' (BU06130308) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130308"
"BU06130309","Landweg","Buurt 'Landweg' (BU06130309) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130309"
"BU06130310","Poortugaal-Centrum","Buurt 'Poortugaal-Centrum' (BU06130310) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130310"
"BU06130311","Poortugaal Zuid","Buurt 'Poortugaal Zuid' (BU06130311) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130311"
"BU06130312","Polder Albrandswaard","Buurt 'Polder Albrandswaard' (BU06130312) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130312"
"BU06130313","Kijvelanden","Buurt 'Kijvelanden' (BU06130313) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130313"
"WK061304  ","Wijk 04 Rhoon-Zuid","Wijk 'Wijk 04 Rhoon-Zuid' (WK061304) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061304"
"BU06130414","Rhoon-Centrum","Buurt 'Rhoon-Centrum' (BU06130414) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130414"
"BU06130415","Ghijseland","Buurt 'Ghijseland' (BU06130415) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130415"
"BU06130416","Overhoeken","Buurt 'Overhoeken' (BU06130416) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130416"
"BU06130417","Park Rhoon","Buurt 'Park Rhoon' (BU06130417) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130417"
"BU06130418","Rhoon-Zuidoost","Buurt 'Rhoon-Zuidoost' (BU06130418) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130418"
"BU06130419","Tijsjesdijk","Buurt 'Tijsjesdijk' (BU06130419) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130419"
"BU06130420","Buitengebied Rhoon-Zuid","Buurt 'Buitengebied Rhoon-Zuid' (BU06130420) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.","GM0613","BU06130420"
"WK061305  ","Wijk 05 Buitengebied Albrandswaard","Wijk 'Wijk 05 Buitengebied Albrandswaard' (WK061305) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061305"
"BU06130521","Portland-Koedoodzone","Buurt 'Portland-Koedoodzone' (BU06130521) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.","GM0613","BU06130521"
"BU06130522","Buitengebied","Buurt 'Buitengebied' (BU06130522) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.","GM0613","BU06130522"
"WK061306  ","Wijk 06 Portland","Wijk 'Wijk 06 Portland' (WK061306) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061306"
"BU06130623","Driehoek","Buurt 'Driehoek' (BU06130623) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.","GM0613","BU06130623"
"BU06130624","Portland-Centrum","Buurt 'Portland-Centrum' (BU06130624) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.","GM0613","BU06130624"
"BU06130625","Wijkpark Portland","Buurt 'Wijkpark Portland' (BU06130625) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.","GM0613","BU06130625"
"BU06130626","De Eilanden","Buurt 'De Eilanden' (BU06130626) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.","GM0613","BU06130626"
"WK061307  ","Wijk 07 Rotterdam-Albrandswaard","Wijk 'Wijk 07 Rotterdam-Albrandswaard' (WK061307) is een wijk in de gemeente 'Albrandswaard'.","GM0613","WK061307"
"BU06130706","Distripark","Buurt 'Distripark' (BU06130706) is een buurt in wijk 'Wijk 07 Rotterdam-Albrandswaard' in de gemeente 'Albrandswaard'.","GM0613","BU06130706"
"GM0361    ","Alkmaar","Gemeente 'Alkmaar' (GM0361)","GM0361","GM0361"
"WK036101  ","Zuid","Wijk 'Zuid' (WK036101) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036101"
"BU03610100","Kooimeer","Buurt 'Kooimeer' (BU03610100) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610100"
"BU03610101","Dillenburg en Stadhouderskwartier","Buurt 'Dillenburg en Stadhouderskwartier' (BU03610101) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610101"
"BU03610102","Staatsliedenkwartier en Landstraten","Buurt 'Staatsliedenkwartier en Landstraten' (BU03610102) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610102"
"BU03610103","Oud-Rochdale","Buurt 'Oud-Rochdale' (BU03610103) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610103"
"BU03610104","Emmakwartier","Buurt 'Emmakwartier' (BU03610104) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610104"
"BU03610105","Nassaukwartier en Hout","Buurt 'Nassaukwartier en Hout' (BU03610105) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610105"
"BU03610106","Oranjepark","Buurt 'Oranjepark' (BU03610106) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610106"
"BU03610107","Cranenbroek","Buurt 'Cranenbroek' (BU03610107) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610107"
"BU03610108","Bloemwijk en Zocherkwartier","Buurt 'Bloemwijk en Zocherkwartier' (BU03610108) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610108"
"BU03610109","Burgemeesterskwartier","Buurt 'Burgemeesterskwartier' (BU03610109) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.","GM0361","BU03610109"
"WK036102  ","Oudorp","Wijk 'Oudorp' (WK036102) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036102"
"BU03610200","Rekerbuurt en Ooievaarsnest","Buurt 'Rekerbuurt en Ooievaarsnest' (BU03610200) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610200"
"BU03610201","Oudorp-Noord en Oudorp-Oost","Buurt 'Oudorp-Noord en Oudorp-Oost' (BU03610201) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610201"
"BU03610202","Oudorp-Centrum","Buurt 'Oudorp-Centrum' (BU03610202) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610202"
"BU03610203","Schermereiland en Omval","Buurt 'Schermereiland en Omval' (BU03610203) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610203"
"BU03610204","Oudorperpolder-Zuid","Buurt 'Oudorperpolder-Zuid' (BU03610204) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610204"
"BU03610205","Oudorperpolder-Midden","Buurt 'Oudorperpolder-Midden' (BU03610205) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610205"
"BU03610206","Oudorperpolder-Noord","Buurt 'Oudorperpolder-Noord' (BU03610206) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610206"
"BU03610208","De Nollen","Buurt 'De Nollen' (BU03610208) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610208"
"BU03610209","Beverkoog","Buurt 'Beverkoog' (BU03610209) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.","GM0361","BU03610209"
"WK036103  ","Overdie","Wijk 'Overdie' (WK036103) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036103"
"BU03610300","Oud-Overdie","Buurt 'Oud-Overdie' (BU03610300) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610300"
"BU03610301","Oosterhout","Buurt 'Oosterhout' (BU03610301) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610301"
"BU03610302","Overdie-Oost","Buurt 'Overdie-Oost' (BU03610302) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610302"
"BU03610303","Overdie-West","Buurt 'Overdie-West' (BU03610303) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610303"
"BU03610308","Boekelermeer-Zuid","Buurt 'Boekelermeer-Zuid' (BU03610308) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610308"
"BU03610309","Boekelermeer-Noord","Buurt 'Boekelermeer-Noord' (BU03610309) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.","GM0361","BU03610309"
"WK036104  ","West","Wijk 'West' (WK036104) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036104"
"BU03610400","De Hoef III en IV","Buurt 'De Hoef III en IV' (BU03610400) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610400"
"BU03610401","De Hoef I en II","Buurt 'De Hoef I en II' (BU03610401) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610401"
"BU03610402","Bergerwegkwartier","Buurt 'Bergerwegkwartier' (BU03610402) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610402"
"BU03610403","Bergerhof en Blaeustraatkwartier","Buurt 'Bergerhof en Blaeustraatkwartier' (BU03610403) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610403"
"BU03610404","Bergermeer","Buurt 'Bergermeer' (BU03610404) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610404"
"BU03610409","Landelijk gebied-West","Buurt 'Landelijk gebied-West' (BU03610409) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.","GM0361","BU03610409"
"WK036105  ","Huiswaard","Wijk 'Huiswaard' (WK036105) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036105"
"BU03610500","Huiswaard-1-Zuid","Buurt 'Huiswaard-1-Zuid' (BU03610500) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.","GM0361","BU03610500"
"BU03610501","Muiderwaard","Buurt 'Muiderwaard' (BU03610501) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.","GM0361","BU03610501"
"BU03610502","Huiswaard-2-West","Buurt 'Huiswaard-2-West' (BU03610502) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.","GM0361","BU03610502"
"BU03610503","Huiswaard-2-Oost","Buurt 'Huiswaard-2-Oost' (BU03610503) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.","GM0361","BU03610503"
"WK036106  ","De Mare","Wijk 'De Mare' (WK036106) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036106"
"BU03610600","'t Rak-Zuid","Buurt ''t Rak-Zuid' (BU03610600) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.","GM0361","BU03610600"
"BU03610601","'t Rak-Noord","Buurt ''t Rak-Noord' (BU03610601) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.","GM0361","BU03610601"
"BU03610602","De Horn-Noord","Buurt 'De Horn-Noord' (BU03610602) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.","GM0361","BU03610602"
"BU03610603","De Horn-Zuid","Buurt 'De Horn-Zuid' (BU03610603) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.","GM0361","BU03610603"
"BU03610604","De Mare","Buurt 'De Mare' (BU03610604) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.","GM0361","BU03610604"
"WK036107  ","Daalmeer/Koedijk","Wijk 'Daalmeer/Koedijk' (WK036107) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036107"
"BU03610700","Daalmeer-Zuidoost","Buurt 'Daalmeer-Zuidoost' (BU03610700) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610700"
"BU03610701","Daalmeer-Zuidwest","Buurt 'Daalmeer-Zuidwest' (BU03610701) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610701"
"BU03610702","Koedijk en De Weijdt","Buurt 'Koedijk en De Weijdt' (BU03610702) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610702"
"BU03610703","Daalmeer-Noordwest","Buurt 'Daalmeer-Noordwest' (BU03610703) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610703"
"BU03610704","Daalmeer-Noordoost","Buurt 'Daalmeer-Noordoost' (BU03610704) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610704"
"BU03610709","Landelijk gebied Noord","Buurt 'Landelijk gebied Noord' (BU03610709) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.","GM0361","BU03610709"
"WK036108  ","Centrum","Wijk 'Centrum' (WK036108) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036108"
"BU03610800","Binnenstad-West","Buurt 'Binnenstad-West' (BU03610800) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.","GM0361","BU03610800"
"BU03610801","Binnenstad-Oost","Buurt 'Binnenstad-Oost' (BU03610801) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.","GM0361","BU03610801"
"BU03610802","Spoorbuurt","Buurt 'Spoorbuurt' (BU03610802) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.","GM0361","BU03610802"
"BU03610803","Overstad","Buurt 'Overstad' (BU03610803) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.","GM0361","BU03610803"
"WK036109  ","Schermer","Wijk 'Schermer' (WK036109) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036109"
"BU03610900","Oterleek","Buurt 'Oterleek' (BU03610900) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610900"
"BU03610901","Ursem","Buurt 'Ursem' (BU03610901) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610901"
"BU03610902","Stompetoren","Buurt 'Stompetoren' (BU03610902) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610902"
"BU03610903","Schermerhorn","Buurt 'Schermerhorn' (BU03610903) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610903"
"BU03610904","Zuidschermer","Buurt 'Zuidschermer' (BU03610904) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610904"
"BU03610905","Driehuizen","Buurt 'Driehuizen' (BU03610905) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610905"
"BU03610906","Grootschermer","Buurt 'Grootschermer' (BU03610906) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.","GM0361","BU03610906"
"WK036110  ","Graft-De Rijp","Wijk 'Graft-De Rijp' (WK036110) is een wijk in de gemeente 'Alkmaar'.","GM0361","WK036110"
