"Key","Title","Description","Municipality","DetailRegionCode"
"WK077711  ","Noord bedrijventerrein","Wijk 'Noord bedrijventerrein' (WK077711) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077711"
"BU07771100","Bedrijventerrein Vossendaal","Buurt 'Bedrijventerrein Vossendaal' (BU07771100) is een buurt in wijk 'Noord bedrijventerrein' in de gemeente 'Etten-Leur'.","GM0777","BU07771100"
"WK077712  ","Noord landelijk gebied","Wijk 'Noord landelijk gebied' (WK077712) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077712"
"BU07771200","Noord landelijk gebied 1","Buurt 'Noord landelijk gebied 1' (BU07771200) is een buurt in wijk 'Noord landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07771200"
"BU07771201","Noord landelijk gebied 2","Buurt 'Noord landelijk gebied 2' (BU07771201) is een buurt in wijk 'Noord landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07771201"
"BU07771202","Noord landelijk gebied 3","Buurt 'Noord landelijk gebied 3' (BU07771202) is een buurt in wijk 'Noord landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07771202"
"BU07771203","Noord landelijk gebied 4","Buurt 'Noord landelijk gebied 4' (BU07771203) is een buurt in wijk 'Noord landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07771203"
"WK077720  ","Zuid woongebied","Wijk 'Zuid woongebied' (WK077720) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077720"
"BU07772000","Banakkers 1","Buurt 'Banakkers 1' (BU07772000) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772000"
"BU07772001","Banakkers 2","Buurt 'Banakkers 2' (BU07772001) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772001"
"BU07772002","Banakkers 3","Buurt 'Banakkers 3' (BU07772002) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772002"
"BU07772003","Banakkers 4","Buurt 'Banakkers 4' (BU07772003) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772003"
"BU07772004","Grauwe Polder 1","Buurt 'Grauwe Polder 1' (BU07772004) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772004"
"BU07772005","Grauwe Polder 2","Buurt 'Grauwe Polder 2' (BU07772005) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772005"
"BU07772006","Grauwe Polder 3","Buurt 'Grauwe Polder 3' (BU07772006) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772006"
"BU07772007","Grauwe Polder 4","Buurt 'Grauwe Polder 4' (BU07772007) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772007"
"BU07772008","Grauwe Polder 5","Buurt 'Grauwe Polder 5' (BU07772008) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772008"
"BU07772009","Hoge Neerstraat","Buurt 'Hoge Neerstraat' (BU07772009) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772009"
"BU07772010","Centrum Zuid","Buurt 'Centrum Zuid' (BU07772010) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772010"
"BU07772011","De Streek","Buurt 'De Streek' (BU07772011) is een buurt in wijk 'Zuid woongebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772011"
"WK077721  ","Zuid bedrijventerrein West","Wijk 'Zuid bedrijventerrein West' (WK077721) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077721"
"BU07772100","Zuid bedrijventerrein Vosdonk","Buurt 'Zuid bedrijventerrein Vosdonk' (BU07772100) is een buurt in wijk 'Zuid bedrijventerrein West' in de gemeente 'Etten-Leur'.","GM0777","BU07772100"
"WK077722  ","Zuid bedrijventerrein Oost","Wijk 'Zuid bedrijventerrein Oost' (WK077722) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077722"
"BU07772200","Bedrijventerrein Trivium","Buurt 'Bedrijventerrein Trivium' (BU07772200) is een buurt in wijk 'Zuid bedrijventerrein Oost' in de gemeente 'Etten-Leur'.","GM0777","BU07772200"
"WK077723  ","Zuid landelijk gebied","Wijk 'Zuid landelijk gebied' (WK077723) is een wijk in de gemeente 'Etten-Leur'.","GM0777","WK077723"
"BU07772300","Zuid landelijk gebied 1","Buurt 'Zuid landelijk gebied 1' (BU07772300) is een buurt in wijk 'Zuid landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772300"
"BU07772301","Zuid landelijk gebied 2","Buurt 'Zuid landelijk gebied 2' (BU07772301) is een buurt in wijk 'Zuid landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772301"
"BU07772302","Zuid landelijk gebied 3","Buurt 'Zuid landelijk gebied 3' (BU07772302) is een buurt in wijk 'Zuid landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772302"
"BU07772303","Zuid landelijk gebied 4","Buurt 'Zuid landelijk gebied 4' (BU07772303) is een buurt in wijk 'Zuid landelijk gebied' in de gemeente 'Etten-Leur'.","GM0777","BU07772303"
"GM1940    ","De Fryske Marren","Gemeente 'De Fryske Marren' (GM1940)","GM1940","GM1940"
"WK194001  ","Wijk 01 Akmarijp","Wijk 'Wijk 01 Akmarijp' (WK194001) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194001"
"BU19400101","Akmarijp","Buurt 'Akmarijp' (BU19400101) is een buurt in wijk 'Wijk 01 Akmarijp' in de gemeente 'De Fryske Marren'.","GM1940","BU19400101"
"WK194002  ","Wijk 02 Bakhuizen","Wijk 'Wijk 02 Bakhuizen' (WK194002) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194002"
"BU19400201","Bakhuizen","Buurt 'Bakhuizen' (BU19400201) is een buurt in wijk 'Wijk 02 Bakhuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19400201"
"WK194003  ","Wijk 03 Balk","Wijk 'Wijk 03 Balk' (WK194003) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194003"
"BU19400301","Balk","Buurt 'Balk' (BU19400301) is een buurt in wijk 'Wijk 03 Balk' in de gemeente 'De Fryske Marren'.","GM1940","BU19400301"
"WK194004  ","Wijk 04 Bantega","Wijk 'Wijk 04 Bantega' (WK194004) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194004"
"BU19400401","Bantega","Buurt 'Bantega' (BU19400401) is een buurt in wijk 'Wijk 04 Bantega' in de gemeente 'De Fryske Marren'.","GM1940","BU19400401"
"WK194005  ","Wijk 05 Boornzwaag","Wijk 'Wijk 05 Boornzwaag' (WK194005) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194005"
"BU19400501","Boornzwaag","Buurt 'Boornzwaag' (BU19400501) is een buurt in wijk 'Wijk 05 Boornzwaag' in de gemeente 'De Fryske Marren'.","GM1940","BU19400501"
"WK194006  ","Wijk 06 Broek","Wijk 'Wijk 06 Broek' (WK194006) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194006"
"BU19400601","Broek","Buurt 'Broek' (BU19400601) is een buurt in wijk 'Wijk 06 Broek' in de gemeente 'De Fryske Marren'.","GM1940","BU19400601"
"WK194007  ","Wijk 07 Delfstrahuizen","Wijk 'Wijk 07 Delfstrahuizen' (WK194007) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194007"
"BU19400701","Delfstrahuizen-Buitengebied","Buurt 'Delfstrahuizen-Buitengebied' (BU19400701) is een buurt in wijk 'Wijk 07 Delfstrahuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19400701"
"BU19400702","Delfstrahuizen-Kom","Buurt 'Delfstrahuizen-Kom' (BU19400702) is een buurt in wijk 'Wijk 07 Delfstrahuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19400702"
"WK194008  ","Wijk 08 Dijken","Wijk 'Wijk 08 Dijken' (WK194008) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194008"
"BU19400801","Dijken","Buurt 'Dijken' (BU19400801) is een buurt in wijk 'Wijk 08 Dijken' in de gemeente 'De Fryske Marren'.","GM1940","BU19400801"
"WK194009  ","Wijk 09 Doniaga","Wijk 'Wijk 09 Doniaga' (WK194009) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194009"
"BU19400901","Doniaga","Buurt 'Doniaga' (BU19400901) is een buurt in wijk 'Wijk 09 Doniaga' in de gemeente 'De Fryske Marren'.","GM1940","BU19400901"
"WK194010  ","Wijk 10 Echten","Wijk 'Wijk 10 Echten' (WK194010) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194010"
"BU19401001","Echten","Buurt 'Echten' (BU19401001) is een buurt in wijk 'Wijk 10 Echten' in de gemeente 'De Fryske Marren'.","GM1940","BU19401001"
"WK194011  ","Wijk 11 Echtenerbrug","Wijk 'Wijk 11 Echtenerbrug' (WK194011) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194011"
"BU19401101","Echtenerbrug-Buitengebied","Buurt 'Echtenerbrug-Buitengebied' (BU19401101) is een buurt in wijk 'Wijk 11 Echtenerbrug' in de gemeente 'De Fryske Marren'.","GM1940","BU19401101"
"BU19401102","Echtenerbrug-Kom","Buurt 'Echtenerbrug-Kom' (BU19401102) is een buurt in wijk 'Wijk 11 Echtenerbrug' in de gemeente 'De Fryske Marren'.","GM1940","BU19401102"
"WK194012  ","Wijk 12 Eesterga","Wijk 'Wijk 12 Eesterga' (WK194012) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194012"
"BU19401201","Eesterga","Buurt 'Eesterga' (BU19401201) is een buurt in wijk 'Wijk 12 Eesterga' in de gemeente 'De Fryske Marren'.","GM1940","BU19401201"
"WK194013  ","Wijk 13 Elahuizen","Wijk 'Wijk 13 Elahuizen' (WK194013) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194013"
"BU19401301","Elahuizen","Buurt 'Elahuizen' (BU19401301) is een buurt in wijk 'Wijk 13 Elahuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19401301"
"WK194014  ","Wijk 14 Follega","Wijk 'Wijk 14 Follega' (WK194014) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194014"
"BU19401401","Follega","Buurt 'Follega' (BU19401401) is een buurt in wijk 'Wijk 14 Follega' in de gemeente 'De Fryske Marren'.","GM1940","BU19401401"
"WK194015  ","Wijk 15 Goingarijp","Wijk 'Wijk 15 Goingarijp' (WK194015) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194015"
"BU19401501","Goingarijp","Buurt 'Goingarijp' (BU19401501) is een buurt in wijk 'Wijk 15 Goingarijp' in de gemeente 'De Fryske Marren'.","GM1940","BU19401501"
"WK194016  ","Wijk 16 Harich","Wijk 'Wijk 16 Harich' (WK194016) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194016"
"BU19401601","Harich","Buurt 'Harich' (BU19401601) is een buurt in wijk 'Wijk 16 Harich' in de gemeente 'De Fryske Marren'.","GM1940","BU19401601"
"WK194017  ","Wijk 17 Haskerhorne","Wijk 'Wijk 17 Haskerhorne' (WK194017) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194017"
"BU19401701","Haskerhorne","Buurt 'Haskerhorne' (BU19401701) is een buurt in wijk 'Wijk 17 Haskerhorne' in de gemeente 'De Fryske Marren'.","GM1940","BU19401701"
"WK194018  ","Wijk 18 Idskenhuizen","Wijk 'Wijk 18 Idskenhuizen' (WK194018) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194018"
"BU19401801","Idskenhuizen","Buurt 'Idskenhuizen' (BU19401801) is een buurt in wijk 'Wijk 18 Idskenhuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19401801"
"WK194019  ","Wijk 19 Joure","Wijk 'Wijk 19 Joure' (WK194019) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194019"
"BU19401901","Joure, Blaauwhof","Buurt 'Joure, Blaauwhof' (BU19401901) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401901"
"BU19401902","Joure, Buitengebied","Buurt 'Joure, Buitengebied' (BU19401902) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401902"
"BU19401903","Joure, Centrum","Buurt 'Joure, Centrum' (BU19401903) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401903"
"BU19401904","Joure, Jonkersland","Buurt 'Joure, Jonkersland' (BU19401904) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401904"
"BU19401905","Joure, Sewei/De Ekers","Buurt 'Joure, Sewei/De Ekers' (BU19401905) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401905"
"BU19401906","Joure, Skipsleat","Buurt 'Joure, Skipsleat' (BU19401906) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401906"
"BU19401907","Joure, Westermeer","Buurt 'Joure, Westermeer' (BU19401907) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401907"
"BU19401908","Joure, Woudfennen","Buurt 'Joure, Woudfennen' (BU19401908) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401908"
"BU19401909","Joure, Wyldehoarne","Buurt 'Joure, Wyldehoarne' (BU19401909) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401909"
"BU19401910","Joure, Zuiderveld","Buurt 'Joure, Zuiderveld' (BU19401910) is een buurt in wijk 'Wijk 19 Joure' in de gemeente 'De Fryske Marren'.","GM1940","BU19401910"
"WK194020  ","Wijk 20 Kolderwolde","Wijk 'Wijk 20 Kolderwolde' (WK194020) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194020"
"BU19402001","Kolderwolde","Buurt 'Kolderwolde' (BU19402001) is een buurt in wijk 'Wijk 20 Kolderwolde' in de gemeente 'De Fryske Marren'.","GM1940","BU19402001"
"WK194021  ","Wijk 21 Langweer","Wijk 'Wijk 21 Langweer' (WK194021) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194021"
"BU19402101","Langweer","Buurt 'Langweer' (BU19402101) is een buurt in wijk 'Wijk 21 Langweer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402101"
"WK194022  ","Wijk 22 Legemeer","Wijk 'Wijk 22 Legemeer' (WK194022) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194022"
"BU19402201","Legemeer","Buurt 'Legemeer' (BU19402201) is een buurt in wijk 'Wijk 22 Legemeer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402201"
"WK194023  ","Wijk 23 Lemmer","Wijk 'Wijk 23 Lemmer' (WK194023) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194023"
"BU19402301","Lemmer-Buitengebied","Buurt 'Lemmer-Buitengebied' (BU19402301) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402301"
"BU19402302","Lemmer-Frieslandpark","Buurt 'Lemmer-Frieslandpark' (BU19402302) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402302"
"BU19402303","Lemmer-Kom","Buurt 'Lemmer-Kom' (BU19402303) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402303"
"BU19402304","Lemmer-Lemstervaart","Buurt 'Lemmer-Lemstervaart' (BU19402304) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402304"
"BU19402305","Lemmer-Noord","Buurt 'Lemmer-Noord' (BU19402305) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402305"
"BU19402306","Lemmer-Rienplan","Buurt 'Lemmer-Rienplan' (BU19402306) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402306"
"BU19402307","Lemmer-West","Buurt 'Lemmer-West' (BU19402307) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402307"
"BU19402308","Lemmer-Zijlroede","Buurt 'Lemmer-Zijlroede' (BU19402308) is een buurt in wijk 'Wijk 23 Lemmer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402308"
"WK194024  ","Wijk 24 Mirns","Wijk 'Wijk 24 Mirns' (WK194024) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194024"
"BU19402401","Mirns","Buurt 'Mirns' (BU19402401) is een buurt in wijk 'Wijk 24 Mirns' in de gemeente 'De Fryske Marren'.","GM1940","BU19402401"
"WK194025  ","Wijk 25 Nijehaske","Wijk 'Wijk 25 Nijehaske' (WK194025) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194025"
"BU19402501","Nijehaske","Buurt 'Nijehaske' (BU19402501) is een buurt in wijk 'Wijk 25 Nijehaske' in de gemeente 'De Fryske Marren'.","GM1940","BU19402501"
"WK194026  ","Wijk 26 Nijemirdum","Wijk 'Wijk 26 Nijemirdum' (WK194026) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194026"
"BU19402601","Nijemirdum","Buurt 'Nijemirdum' (BU19402601) is een buurt in wijk 'Wijk 26 Nijemirdum' in de gemeente 'De Fryske Marren'.","GM1940","BU19402601"
"WK194027  ","Wijk 27 Oldeouwer","Wijk 'Wijk 27 Oldeouwer' (WK194027) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194027"
"BU19402701","Oldeouwer","Buurt 'Oldeouwer' (BU19402701) is een buurt in wijk 'Wijk 27 Oldeouwer' in de gemeente 'De Fryske Marren'.","GM1940","BU19402701"
"WK194028  ","Wijk 28 Oosterzee","Wijk 'Wijk 28 Oosterzee' (WK194028) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194028"
"BU19402801","Oosterzee-Buitengebied","Buurt 'Oosterzee-Buitengebied' (BU19402801) is een buurt in wijk 'Wijk 28 Oosterzee' in de gemeente 'De Fryske Marren'.","GM1940","BU19402801"
"BU19402802","Oosterzee-Kom","Buurt 'Oosterzee-Kom' (BU19402802) is een buurt in wijk 'Wijk 28 Oosterzee' in de gemeente 'De Fryske Marren'.","GM1940","BU19402802"
"WK194029  ","Wijk 29 Oudega","Wijk 'Wijk 29 Oudega' (WK194029) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194029"
"BU19402901","Oudega","Buurt 'Oudega' (BU19402901) is een buurt in wijk 'Wijk 29 Oudega' in de gemeente 'De Fryske Marren'.","GM1940","BU19402901"
"WK194030  ","Wijk 30 Oudehaske","Wijk 'Wijk 30 Oudehaske' (WK194030) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194030"
"BU19403001","Oudehaske","Buurt 'Oudehaske' (BU19403001) is een buurt in wijk 'Wijk 30 Oudehaske' in de gemeente 'De Fryske Marren'.","GM1940","BU19403001"
"WK194031  ","Wijk 31 Oudemirdum","Wijk 'Wijk 31 Oudemirdum' (WK194031) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194031"
"BU19403101","Oudemirdum","Buurt 'Oudemirdum' (BU19403101) is een buurt in wijk 'Wijk 31 Oudemirdum' in de gemeente 'De Fryske Marren'.","GM1940","BU19403101"
"WK194032  ","Wijk 32 Ouwsterhaule","Wijk 'Wijk 32 Ouwsterhaule' (WK194032) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194032"
"BU19403201","Ouwsterhaule","Buurt 'Ouwsterhaule' (BU19403201) is een buurt in wijk 'Wijk 32 Ouwsterhaule' in de gemeente 'De Fryske Marren'.","GM1940","BU19403201"
"WK194033  ","Wijk 33 Ouwster-Nijega","Wijk 'Wijk 33 Ouwster-Nijega' (WK194033) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194033"
"BU19403301","Ouwster-Nijega","Buurt 'Ouwster-Nijega' (BU19403301) is een buurt in wijk 'Wijk 33 Ouwster-Nijega' in de gemeente 'De Fryske Marren'.","GM1940","BU19403301"
"WK194034  ","Wijk 34 Rijs","Wijk 'Wijk 34 Rijs' (WK194034) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194034"
"BU19403401","Rijs","Buurt 'Rijs' (BU19403401) is een buurt in wijk 'Wijk 34 Rijs' in de gemeente 'De Fryske Marren'.","GM1940","BU19403401"
"WK194035  ","Wijk 35 Rohel","Wijk 'Wijk 35 Rohel' (WK194035) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194035"
"BU19403501","Rohel","Buurt 'Rohel' (BU19403501) is een buurt in wijk 'Wijk 35 Rohel' in de gemeente 'De Fryske Marren'.","GM1940","BU19403501"
"WK194036  ","Wijk 36 Rotstergaast","Wijk 'Wijk 36 Rotstergaast' (WK194036) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194036"
"BU19403601","Rotstergaast","Buurt 'Rotstergaast' (BU19403601) is een buurt in wijk 'Wijk 36 Rotstergaast' in de gemeente 'De Fryske Marren'.","GM1940","BU19403601"
"WK194037  ","Wijk 37 Rotsterhaule","Wijk 'Wijk 37 Rotsterhaule' (WK194037) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194037"
"BU19403701","Rotsterhaule","Buurt 'Rotsterhaule' (BU19403701) is een buurt in wijk 'Wijk 37 Rotsterhaule' in de gemeente 'De Fryske Marren'.","GM1940","BU19403701"
"WK194038  ","Wijk 38 Rottum","Wijk 'Wijk 38 Rottum' (WK194038) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194038"
"BU19403801","Rottum","Buurt 'Rottum' (BU19403801) is een buurt in wijk 'Wijk 38 Rottum' in de gemeente 'De Fryske Marren'.","GM1940","BU19403801"
"WK194039  ","Wijk 39 Ruigahuizen","Wijk 'Wijk 39 Ruigahuizen' (WK194039) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194039"
"BU19403901","Ruigahuizen","Buurt 'Ruigahuizen' (BU19403901) is een buurt in wijk 'Wijk 39 Ruigahuizen' in de gemeente 'De Fryske Marren'.","GM1940","BU19403901"
"WK194040  ","Wijk 40 Scharsterbrug","Wijk 'Wijk 40 Scharsterbrug' (WK194040) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194040"
"BU19404001","Scharsterbrug","Buurt 'Scharsterbrug' (BU19404001) is een buurt in wijk 'Wijk 40 Scharsterbrug' in de gemeente 'De Fryske Marren'.","GM1940","BU19404001"
"WK194041  ","Wijk 41 Sint Nicolaasga","Wijk 'Wijk 41 Sint Nicolaasga' (WK194041) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194041"
"BU19404101","Sint Nicolaasga","Buurt 'Sint Nicolaasga' (BU19404101) is een buurt in wijk 'Wijk 41 Sint Nicolaasga' in de gemeente 'De Fryske Marren'.","GM1940","BU19404101"
"WK194042  ","Wijk 42 Sinjohannesga","Wijk 'Wijk 42 Sinjohannesga' (WK194042) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194042"
"BU19404201","Sintjohannesga","Buurt 'Sintjohannesga' (BU19404201) is een buurt in wijk 'Wijk 42 Sinjohannesga' in de gemeente 'De Fryske Marren'.","GM1940","BU19404201"
"WK194043  ","Wijk 43 Sloten","Wijk 'Wijk 43 Sloten' (WK194043) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194043"
"BU19404301","Sloten","Buurt 'Sloten' (BU19404301) is een buurt in wijk 'Wijk 43 Sloten' in de gemeente 'De Fryske Marren'.","GM1940","BU19404301"
"WK194044  ","Wijk 44 Snikzwaag","Wijk 'Wijk 44 Snikzwaag' (WK194044) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194044"
"BU19404401","Snikzwaag","Buurt 'Snikzwaag' (BU19404401) is een buurt in wijk 'Wijk 44 Snikzwaag' in de gemeente 'De Fryske Marren'.","GM1940","BU19404401"
"WK194045  ","Wijk 45 Sondel","Wijk 'Wijk 45 Sondel' (WK194045) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194045"
"BU19404501","Sondel","Buurt 'Sondel' (BU19404501) is een buurt in wijk 'Wijk 45 Sondel' in de gemeente 'De Fryske Marren'.","GM1940","BU19404501"
"WK194046  ","Wijk 46 Terherne","Wijk 'Wijk 46 Terherne' (WK194046) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194046"
"BU19404601","Terherne","Buurt 'Terherne' (BU19404601) is een buurt in wijk 'Wijk 46 Terherne' in de gemeente 'De Fryske Marren'.","GM1940","BU19404601"
"WK194047  ","Wijk 47 Terkaple","Wijk 'Wijk 47 Terkaple' (WK194047) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194047"
"BU19404701","Terkaple","Buurt 'Terkaple' (BU19404701) is een buurt in wijk 'Wijk 47 Terkaple' in de gemeente 'De Fryske Marren'.","GM1940","BU19404701"
"WK194048  ","Wijk 48 Teroele","Wijk 'Wijk 48 Teroele' (WK194048) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194048"
"BU19404801","Teroele","Buurt 'Teroele' (BU19404801) is een buurt in wijk 'Wijk 48 Teroele' in de gemeente 'De Fryske Marren'.","GM1940","BU19404801"
"WK194049  ","Wijk 49 Tjerkgaast","Wijk 'Wijk 49 Tjerkgaast' (WK194049) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194049"
"BU19404901","Tjerkgaast","Buurt 'Tjerkgaast' (BU19404901) is een buurt in wijk 'Wijk 49 Tjerkgaast' in de gemeente 'De Fryske Marren'.","GM1940","BU19404901"
"WK194050  ","Wijk 50 Vegelinsoord","Wijk 'Wijk 50 Vegelinsoord' (WK194050) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194050"
"BU19405001","Vegelinsoord","Buurt 'Vegelinsoord' (BU19405001) is een buurt in wijk 'Wijk 50 Vegelinsoord' in de gemeente 'De Fryske Marren'.","GM1940","BU19405001"
"WK194051  ","Wijk 51 Wijckel","Wijk 'Wijk 51 Wijckel' (WK194051) is een wijk in de gemeente 'De Fryske Marren'.","GM1940","WK194051"
"BU19405101","Wijckel","Buurt 'Wijckel' (BU19405101) is een buurt in wijk 'Wijk 51 Wijckel' in de gemeente 'De Fryske Marren'.","GM1940","BU19405101"
"GM0779    ","Geertruidenberg","Gemeente 'Geertruidenberg' (GM0779)","GM0779","GM0779"
"WK077900  ","Wijk 00 Raamsdonksveer","Wijk 'Wijk 00 Raamsdonksveer' (WK077900) is een wijk in de gemeente 'Geertruidenberg'.","GM0779","WK077900"
"BU07790000","Raamsdonksveer","Buurt 'Raamsdonksveer' (BU07790000) is een buurt in wijk 'Wijk 00 Raamsdonksveer' in de gemeente 'Geertruidenberg'.","GM0779","BU07790000"
"BU07790001","Hooipolder en De Hoeven","Buurt 'Hooipolder en De Hoeven' (BU07790001) is een buurt in wijk 'Wijk 00 Raamsdonksveer' in de gemeente 'Geertruidenberg'.","GM0779","BU07790001"
"BU07790002","Industrieterrein Dombosch","Buurt 'Industrieterrein Dombosch' (BU07790002) is een buurt in wijk 'Wijk 00 Raamsdonksveer' in de gemeente 'Geertruidenberg'.","GM0779","BU07790002"
